domain_name,ips,updated_date
robsonpark.coop,207.102.64.27,2014-10-13 07:00:00 UTC
partagora.coop,209.44.112.66,2014-10-13 07:00:00 UTC
iwdc.coop,50.23.253.122,2014-10-13 07:00:00 UTC
hcd.coop,173.193.106.11,2014-10-13 07:00:00 UTC
seguroeticosolidario.coop,217.76.128.220,2014-10-13 07:00:00 UTC
seatonvalley.coop,173.193.106.12,2014-10-13 07:00:00 UTC
orpi.coop,185.26.230.137,2014-10-13 07:00:00 UTC
cooperativeenergyswitch.coop,217.10.159.135,2014-10-13 07:00:00 UTC
activtrace.coop,12.10.126.211,2014-10-13 07:00:00 UTC
nli.coop,208.70.162.36,2014-10-13 07:00:00 UTC
tricoelectric.coop,198.36.144.202,2014-10-13 07:00:00 UTC
arrowheadcreditunion.coop,74.204.78.44,2014-10-13 07:00:00 UTC
cecop.coop,65.60.53.10,2014-10-13 07:00:00 UTC
co-operativeshare.coop,127.0.0.1,2014-10-13 07:00:00 UTC
heller.coop,200.47.24.16,2014-10-13 07:00:00 UTC
connexions.coop,5.135.187.130,2014-10-13 07:00:00 UTC
sciservices.coop,206.155.92.212 173.193.105.242,2014-10-13 07:00:00 UTC
midcountiesgottalent.coop,217.10.159.135,2014-10-13 07:00:00 UTC
centralenglandco-operative.coop,165.160.13.20 165.160.15.20,2014-10-13 07:00:00 UTC
memorials.coop,165.160.15.20 165.160.13.20,2014-10-13 07:00:00 UTC
cecosol.coop,199.115.125.42,2014-10-13 07:00:00 UTC
thelittlepioneers.coop,217.10.159.135,2014-10-13 07:00:00 UTC
rochdale-pioneers.coop,185.26.230.129,2014-10-13 07:00:00 UTC
iworld.coop,50.63.100.1,2014-10-13 07:00:00 UTC
mountain.coop,23.239.3.190,2014-10-13 07:00:00 UTC
canopy.coop,217.70.184.38,2014-10-13 07:00:00 UTC
arbracoop.coop,217.70.184.38,2014-10-13 07:00:00 UTC
lending.coop,207.214.154.20 207.214.154.21,2014-10-13 07:00:00 UTC
oryana.coop,184.106.101.183,2014-10-13 07:00:00 UTC
magerezasacco.coop,192.185.144.194,2014-10-13 07:00:00 UTC
palmettoelectric.coop,64.203.243.70,2014-10-13 07:00:00 UTC
pec.coop,72.52.14.46,2014-10-13 07:00:00 UTC
georgiacommunicationscooperative.coop,173.193.105.246,2014-10-13 07:00:00 UTC
flowcomputing.coop,173.193.105.242,2014-10-13 07:00:00 UTC
nmelectric.coop,216.184.2.32,2014-10-13 07:00:00 UTC
cooponline.coop,46.18.172.5,2014-10-13 07:00:00 UTC
hcde.coop,173.193.106.10,2014-10-13 07:00:00 UTC
themerc.coop,69.16.249.228,2014-10-13 07:00:00 UTC
seguros.coop,54.213.145.72,2014-10-13 07:00:00 UTC
yellowknife.coop,173.193.105.245,2014-10-13 07:00:00 UTC
arrowheadcu.coop,74.204.78.44,2014-10-13 07:00:00 UTC
tricountyelectric.coop,173.193.106.10,2014-10-13 07:00:00 UTC
zenrosai-saga.coop,180.222.81.63,2014-10-13 07:00:00 UTC
cvc.coop,66.220.128.14,2014-10-13 07:00:00 UTC
actua-servicios.coop,87.106.7.164 2001:8d8:865:b600:0:0:4:f57d,2014-10-13 07:00:00 UTC
coopsinwales.coop,173.193.106.14,2014-10-13 07:00:00 UTC
scliving.coop,75.101.132.169,2014-10-13 07:00:00 UTC
cecpower.coop,208.109.119.1,2014-10-13 07:00:00 UTC
midcountieslearning.coop,78.137.114.168,2014-10-13 07:00:00 UTC
forsikring.coop,54.213.145.72,2014-10-13 07:00:00 UTC
magfedcu.coop,63.251.171.80 63.251.171.81 66.150.161.140 66.150.161.141 69.25.27.170 69.25.27.173,2014-10-13 07:00:00 UTC
menatwork.coop,134.255.177.44,2014-10-13 07:00:00 UTC
nmncu.coop,74.81.223.35,2014-10-13 07:00:00 UTC
lenis.coop,54.235.241.126,2014-10-13 07:00:00 UTC
agriculture-cooperative.coop,92.103.166.45,2014-10-13 07:00:00 UTC
tricountyelectriccoop.coop,162.209.38.36,2014-10-13 07:00:00 UTC
creative.coop,104.28.18.118 104.28.19.118 2400:cb00:2048:1:0:0:681c:1376 2400:cb00:2048:1:0:0:681c:1276,2014-10-13 07:00:00 UTC
palouse.coop,72.167.232.203,2014-10-13 07:00:00 UTC
sumawholesale.coop,89.145.74.25,2014-10-13 07:00:00 UTC
yelmfood.coop,74.63.195.34,2014-10-13 07:00:00 UTC
cantiere.coop,80.91.53.37,2014-10-13 07:00:00 UTC
coopdefrance-lr.coop,217.70.184.38,2014-10-13 07:00:00 UTC
themix.coop,66.147.240.179,2014-10-13 07:00:00 UTC
cooponlinedoctor.coop,217.10.159.135,2014-10-13 07:00:00 UTC
nnec.coop,162.209.38.36,2014-10-13 07:00:00 UTC
flowers.coop,212.118.239.98,2014-10-13 07:00:00 UTC
yfcu.coop,204.12.52.131,2014-10-13 07:00:00 UTC
seguroseticos.coop,217.76.128.220,2014-10-13 07:00:00 UTC
cedaropportunities.coop,199.246.72.170,2014-10-13 07:00:00 UTC
theco-operativeinsurancesociety.coop,,2014-10-13 07:00:00 UTC
yflcs.coop,208.91.197.7,2014-10-13 07:00:00 UTC
cvctokyo.coop,219.118.222.227,2014-10-13 07:00:00 UTC
thencbs.coop,185.26.230.129,2014-10-13 07:00:00 UTC
arca.coop,85.235.130.65,2014-10-13 07:00:00 UTC
ger.coop,,2014-10-13 07:00:00 UTC
flug.coop,87.106.77.128,2014-10-13 07:00:00 UTC
mutualsupport.coop,,2014-10-13 07:00:00 UTC
cve.coop,207.46.203.140,2014-10-13 07:00:00 UTC
lacoopfederee.coop,,2014-10-13 07:00:00 UTC
cedc.coop,216.185.152.158,2014-10-13 07:00:00 UTC
kchsunion.coop,173.193.106.10,2014-10-13 07:00:00 UTC
gesa.coop,173.193.105.245,2014-10-13 07:00:00 UTC
mantalo-conseil.coop,217.70.184.38,2014-10-13 07:00:00 UTC
ygr.coop,69.89.31.219,2014-10-13 07:00:00 UTC
autoeco.coop,217.70.184.38,2014-10-13 07:00:00 UTC
nnpccoop.coop,5.77.34.246,2014-10-13 07:00:00 UTC
culturacooperativa.coop,173.193.106.13,2014-10-13 07:00:00 UTC
frontier.coop,207.32.0.7,2014-10-13 07:00:00 UTC
co-opcu.coop,147.202.96.213,2014-10-13 07:00:00 UTC
fluidentity.coop,93.190.235.135,2014-10-13 07:00:00 UTC
buypoint.coop,173.193.106.11,2014-10-13 07:00:00 UTC
mvea.coop,208.70.162.36,2014-10-13 07:00:00 UTC
cvec.coop,50.57.28.127,2014-10-13 07:00:00 UTC
alivecu.coop,96.47.221.83,2014-10-13 07:00:00 UTC
kuujjuaq.coop,207.96.246.22,2014-10-13 07:00:00 UTC
aerotaxi.coop,,2014-10-13 07:00:00 UTC
mirabot.coop,50.56.49.247,2014-10-13 07:00:00 UTC
frontierccu.coop,98.130.228.200,2014-10-13 07:00:00 UTC
personalplusbeleggen.coop,,2014-10-13 07:00:00 UTC
top-100.coop,178.20.158.138,2014-10-13 07:00:00 UTC
mvec.coop,97.64.204.4,2014-10-13 07:00:00 UTC
ensemble.coop,217.70.184.38,2014-10-13 07:00:00 UTC
mantalo.coop,217.70.184.38,2014-10-13 07:00:00 UTC
autogestion.coop,37.26.243.143,2014-10-13 07:00:00 UTC
sleepinggiant.coop,,2014-10-13 07:00:00 UTC
viviendaconfiar.coop,,2014-10-13 07:00:00 UTC
greencampus.coop,,2014-10-13 07:00:00 UTC
elite.coop,216.208.69.180,2014-10-13 07:00:00 UTC
eatonfamilycu.coop,,2014-10-13 07:00:00 UTC
soy.coop,,2014-10-13 07:00:00 UTC
donttaxmycreditunion.coop,66.228.53.58,2014-10-13 07:00:00 UTC
mystore.coop,69.7.231.149,2014-10-13 07:00:00 UTC
flujabs.coop,46.18.172.5,2014-10-13 07:00:00 UTC
india.coop,173.193.105.242,2014-10-13 07:00:00 UTC
mon-credit-cooperatif.coop,,2014-10-13 07:00:00 UTC
lpea.coop,206.123.221.83,2014-10-13 07:00:00 UTC
grundy.coop,,2014-10-13 07:00:00 UTC
support.coop,,2014-10-13 07:00:00 UTC
habitation-familiale.coop,91.121.54.93,2014-10-13 07:00:00 UTC
aet.coop,80.88.95.65,2014-10-13 07:00:00 UTC
datasilo.coop,,2014-10-13 07:00:00 UTC
smile.coop,,2014-10-13 07:00:00 UTC
socialesco.coop,94.236.75.32,2014-10-13 07:00:00 UTC
ruralia.coop,176.28.114.98,2014-10-13 07:00:00 UTC
glenergy.coop,64.68.224.27,2014-10-13 07:00:00 UTC
rice.coop,,2014-10-13 07:00:00 UTC
kineticcreditunion.coop,,2014-10-13 07:00:00 UTC
voisinage.coop,212.85.128.39,2014-10-13 07:00:00 UTC
reply.coop,,2014-10-13 07:00:00 UTC
greencity.coop,80.82.125.118,2014-10-13 07:00:00 UTC
cjsc.coop,173.201.209.128,2014-10-13 07:00:00 UTC
riceland.coop,67.220.50.174,2014-10-13 07:00:00 UTC
dynamix.coop,79.170.40.33,2014-10-13 07:00:00 UTC
lrec.coop,216.235.168.131,2014-10-13 07:00:00 UTC
encis.coop,178.33.115.155,2014-10-13 07:00:00 UTC
no-trouble.coop,202.247.114.212,2014-10-13 07:00:00 UTC
datasystems.coop,143.95.103.206,2014-10-13 07:00:00 UTC
nest.coop,,2014-10-13 07:00:00 UTC
openweb.coop,217.70.184.38,2014-10-13 07:00:00 UTC
dyouthservices.coop,72.52.10.14,2014-10-13 07:00:00 UTC
tradewsindscu.coop,,2014-10-13 07:00:00 UTC
voix-publique.coop,213.186.33.82,2014-10-13 07:00:00 UTC
ournetwork.coop,,2014-10-13 07:00:00 UTC
u-toyama.coop,,2014-10-13 07:00:00 UTC
fenoreste.coop,,2014-10-13 07:00:00 UTC
afascl.coop,200.61.186.51,2014-10-13 07:00:00 UTC
ctcak.coop,,2014-10-13 07:00:00 UTC
hiroshima.coop,210.156.140.146,2014-10-13 07:00:00 UTC
bgm.coop,,2014-10-13 07:00:00 UTC
coopafer-mg.coop,,2014-10-13 07:00:00 UTC
u1cu.coop,153.69.200.17,2014-10-13 07:00:00 UTC
farmownersinsurance.coop,,2014-10-13 07:00:00 UTC
ourtable.coop,108.166.170.106 108.166.170.111,2014-10-13 07:00:00 UTC
crinet.coop,,2014-10-13 07:00:00 UTC
nestown.coop,5.148.171.173,2014-10-13 07:00:00 UTC
cooperativeexchange.coop,63.68.155.150,2014-10-13 07:00:00 UTC
nouvelle-agriculture.coop,,2014-10-13 07:00:00 UTC
voixpublique.coop,212.85.128.39,2014-10-13 07:00:00 UTC
ctec.coop,50.57.28.127,2014-10-13 07:00:00 UTC
carolinafoothillsfcu.coop,,2014-10-13 07:00:00 UTC
fens.coop,195.8.169.98,2014-10-13 07:00:00 UTC
goodwithhealth.coop,,2014-10-13 07:00:00 UTC
trafilcoop.coop,195.110.124.133,2014-10-13 07:00:00 UTC
funeralsonline.coop,,2014-10-13 07:00:00 UTC
insidebasin.coop,,2014-10-13 07:00:00 UTC
crm.coop,82.165.196.205,2014-10-13 07:00:00 UTC
cooperazioneitaliana.coop,,2014-10-13 07:00:00 UTC
calame.coop,,2014-10-13 07:00:00 UTC
coopagora.coop,93.188.169.77,2014-10-13 07:00:00 UTC
ourtrust.coop,173.193.105.244,2014-10-13 07:00:00 UTC
farnell.coop,46.18.172.5,2014-10-13 07:00:00 UTC
rochdalefarms.coop,23.236.62.147,2014-10-13 07:00:00 UTC
lidacapital.coop,,2014-10-13 07:00:00 UTC
fairtrade.coop,173.193.105.243,2014-10-13 07:00:00 UTC
partecipazione.coop,,2014-10-13 07:00:00 UTC
centrali.coop,95.110.204.79,2014-10-13 07:00:00 UTC
net-alliance.coop,193.46.85.13,2014-10-13 07:00:00 UTC
